club_speed_mph,ball_speed_mph,smash_factor,attack_angle_deg,launch_angle_deg,spin_rate_rpm,club_path_deg,face_to_path_deg,offline_yards,carry_yards,good_shot
106.01,152.96,1.439,3.5,13.98,2164,1.43,-0.81,2.3,330.0,1
114.57,161.74,1.425,1.54,12.01,2634,-1.57,2.39,11.7,330.0,0
105.85,159.4,1.515,4.17,18.9,3504,4.47,1.76,16.1,330.0,0
87.42,130.79,1.522,3.87,15.79,2313,-1.38,3.28,7.7,308.0,0
99.46,142.78,1.44,-2.77,16.15,2570,1.26,-1.66,3.4,330.0,1
90.62,124.4,1.322,-2.8,12.81,3225,1.78,0.8,4.9,295.3,0
95.85,139.38,1.487,-0.77,12.98,2754,5.16,-2.96,-3.4,322.4,1
112.09,163.34,1.483,-1.67,9.61,3348,-0.95,1.67,-4.5,330.0,0
105.1,151.09,1.469,3.77,14.35,2448,-1.96,-0.06,1.3,330.0,1
94.41,146.77,1.509,2.55,13.93,2335,-4.49,0.7,-4.5,330.0,1
91.89,125.66,1.38,4.8,10.58,1509,4.66,-0.37,7.1,287.8,0
100.26,155.34,1.55,2.69,12.32,1710,1.26,-0.63,0.7,330.0,1
90.27,124.68,1.392,2.13,12.77,1646,1.36,-2.17,-4.9,312.5,0
94.63,139.11,1.495,5.1,16.03,2465,8.0,1.98,16.2,321.5,0
102.5,137.65,1.349,2.91,15.4,1812,0.98,3.72,18.9,328.6,1
109.24,158.45,1.394,1.7,11.85,3063,-3.91,-1.39,-10.8,330.0,0
104.87,165.08,1.541,5.94,16.49,2257,-0.59,1.38,-4.6,330.0,0
81.67,115.01,1.434,1.85,13.1,2379,-2.92,1.08,3.7,271.4,1
102.43,155.31,1.5,0.59,4.6,2185,-1.19,0.02,-6.2,330.0,0
100.58,145.19,1.464,-1.01,11.19,2941,-1.21,-3.82,-22.8,330.0,0
103.31,144.71,1.444,3.61,17.5,2021,-1.76,-3.25,-19.6,330.0,0
112.93,175.54,1.532,5.21,9.78,1844,-4.18,-1.95,-10.1,330.0,1
83.49,122.78,1.436,1.35,13.81,3054,4.78,-5.35,-13.6,283.1,0
95.27,130.58,1.343,5.42,19.65,2434,0.9,3.52,0.6,309.7,0
104.73,145.63,1.402,-4.41,9.17,2759,-0.68,0.92,0.1,330.0,1
87.35,129.13,1.483,1.33,13.47,2809,2.27,-0.07,9.5,293.5,0
111.81,166.65,1.474,1.38,9.57,2521,1.41,-5.48,-20.2,330.0,0
102.95,140.57,1.356,-0.68,17.64,2813,0.83,-4.56,-16.0,329.7,1
106.77,149.2,1.407,8.0,15.55,1752,2.05,-0.01,8.7,330.0,1
95.43,131.0,1.415,1.3,13.6,3454,0.4,4.93,22.5,300.7,0
106.51,152.39,1.428,0.28,17.16,2323,2.01,-1.75,2.4,330.0,1
108.55,151.13,1.367,1.58,15.54,3206,2.26,2.16,-6.4,330.0,0
101.86,140.87,1.412,-4.51,8.8,2786,0.49,-1.2,6.8,325.8,1
101.88,144.86,1.406,-0.78,10.79,3010,-0.66,0.14,3.5,326.8,1
102.16,153.69,1.496,4.45,16.04,2663,4.59,3.04,30.9,330.0,1
93.09,141.38,1.499,-0.39,10.99,3139,-1.43,-0.86,-9.4,330.0,1
98.82,144.6,1.441,-0.99,6.3,2281,1.17,-1.73,-15.2,330.0,1
98.78,139.17,1.426,5.43,14.74,2758,1.24,3.55,13.9,328.6,1
103.07,146.27,1.458,5.52,10.49,3100,-1.83,0.11,-3.4,330.0,1
108.0,149.97,1.401,3.05,18.92,2301,-2.42,2.73,10.6,330.0,0
91.53,128.65,1.381,0.13,13.58,2608,-1.06,-1.71,-0.8,315.1,1
99.0,136.61,1.394,0.78,10.56,2318,-1.48,3.52,10.0,307.2,1
111.85,156.19,1.412,-0.91,10.58,2499,-4.37,0.68,-4.3,330.0,1
94.05,125.26,1.38,-1.48,6.81,3459,-1.95,1.09,4.6,272.1,0
93.42,140.75,1.46,-1.63,9.13,2246,0.8,0.33,0.6,330.0,1
101.62,153.86,1.494,-0.35,15.93,2197,3.8,-1.26,-1.9,330.0,0
106.76,146.55,1.355,-1.6,19.13,3421,1.66,-0.0,8.2,330.0,1
100.09,147.7,1.452,-3.19,14.06,3073,-7.8,-1.11,-5.7,330.0,1
110.63,160.4,1.437,2.16,13.48,3425,1.92,2.4,17.2,330.0,0
106.85,156.52,1.47,2.2,12.48,2265,-1.67,-0.51,-4.8,330.0,1
106.73,154.27,1.449,6.6,12.44,2261,1.36,-3.74,-24.3,330.0,1
104.43,141.25,1.363,-0.51,19.0,2333,-0.04,-4.2,-15.6,330.0,1
118.62,169.6,1.374,2.39,13.27,2521,-0.58,-4.32,-20.4,330.0,0
98.36,144.18,1.452,2.44,20.2,1655,-0.31,1.54,4.3,330.0,0
83.97,125.78,1.512,0.74,17.44,2864,-0.07,-2.88,-14.2,307.7,0
112.83,149.78,1.317,3.73,9.08,2522,4.03,0.75,7.3,330.0,1
96.34,139.16,1.471,3.83,12.34,2345,-0.06,0.34,-5.1,326.9,1
100.86,157.21,1.521,2.48,11.86,2275,3.26,-0.16,-4.3,330.0,1
110.48,157.52,1.441,0.73,13.02,2153,2.82,1.1,14.6,330.0,1
87.18,130.54,1.483,0.43,12.97,2902,2.0,0.4,-2.0,310.3,1
89.99,129.35,1.408,-2.6,21.08,2229,-5.36,-6.77,-30.1,315.2,0
87.19,126.76,1.443,-0.92,9.45,2885,3.35,-0.81,6.9,290.7,0
93.65,126.92,1.353,-0.37,13.56,3555,-1.37,1.06,7.6,295.9,0
103.52,135.57,1.309,-1.87,14.19,3381,2.15,4.1,21.7,321.1,1
104.19,156.83,1.507,2.82,13.98,1754,-2.92,4.22,13.1,330.0,1
102.21,140.72,1.391,5.09,15.11,2053,-3.56,-3.41,-11.8,330.0,0
88.7,125.06,1.423,-1.22,9.44,2863,5.93,-0.87,12.3,291.8,1
81.52,115.12,1.367,2.35,14.14,2427,-2.87,-3.92,-14.6,250.5,0
100.43,136.86,1.365,-1.6,13.97,2066,3.44,3.8,6.4,322.2,1
96.23,136.56,1.44,0.59,14.19,2738,0.36,2.53,6.1,314.5,1
103.68,144.5,1.406,-0.57,14.51,2630,-1.26,0.88,5.7,330.0,1
105.62,158.29,1.473,3.31,18.39,3263,-0.13,0.42,-2.5,330.0,1
101.11,151.04,1.477,-0.54,15.62,2518,-3.9,3.45,17.1,330.0,1
106.08,157.26,1.469,4.53,14.8,2854,-0.04,3.03,10.2,330.0,1
101.83,148.47,1.464,0.76,9.75,1984,-3.25,2.9,6.7,330.0,0
104.24,162.45,1.545,-0.45,11.04,2164,-1.19,1.14,9.3,330.0,1
94.36,129.17,1.386,-2.26,11.55,3060,2.78,-0.87,-0.8,302.5,1
98.56,141.94,1.447,2.26,14.55,2952,0.76,1.92,8.7,330.0,1
101.57,156.61,1.518,4.19,13.03,1918,-4.45,2.04,7.2,330.0,1
106.56,164.79,1.526,2.32,11.0,2472,2.55,-0.48,-7.4,330.0,1
96.85,129.72,1.365,8.0,12.24,1498,-0.02,-0.88,-4.8,301.4,1
104.17,146.95,1.431,5.79,10.07,2171,-1.63,2.83,12.9,330.0,1
97.87,150.16,1.531,0.58,12.5,2942,2.24,4.16,17.6,330.0,1
99.06,150.97,1.48,0.55,8.78,2372,-0.5,-1.87,1.6,330.0,1
106.64,151.08,1.462,2.91,11.02,2313,-3.5,-0.66,-16.0,330.0,1
84.06,121.48,1.437,-1.01,11.46,2152,5.54,0.88,-0.4,294.1,1
89.63,124.46,1.427,5.0,10.74,2008,-0.05,1.22,8.8,301.1,0
88.14,127.75,1.467,2.58,15.04,3236,-0.24,-1.31,0.3,305.7,1
81.33,115.79,1.435,2.27,16.01,2497,-1.22,4.71,13.9,284.1,0
94.57,135.84,1.447,3.56,12.6,1935,3.54,1.06,10.3,330.0,0
106.0,152.86,1.455,6.67,14.02,2058,-1.57,1.33,7.2,330.0,1
97.72,137.74,1.409,2.01,15.32,1760,-4.63,4.4,4.9,324.4,1
101.58,149.2,1.482,1.16,11.26,2074,-2.04,-1.12,-10.6,330.0,0
108.71,164.85,1.55,6.03,12.76,2851,3.98,-0.22,5.1,330.0,1
110.62,150.56,1.343,4.4,18.13,2272,2.5,-3.13,-2.5,330.0,1
99.45,148.01,1.469,0.54,15.84,3419,-0.77,-0.43,-9.4,330.0,0
110.83,157.75,1.404,1.52,15.34,2466,4.12,-3.72,-9.3,330.0,0
100.74,145.71,1.485,2.09,16.51,2459,2.24,1.87,7.8,330.0,1
93.3,136.29,1.453,2.59,7.97,2733,-0.8,1.05,5.2,323.1,1
95.24,144.15,1.496,-2.57,16.16,1552,-0.5,-0.69,-3.1,330.0,0
88.16,131.47,1.521,-3.13,13.08,2880,0.99,-0.25,-3.0,294.3,1
92.89,135.79,1.462,-1.16,15.63,2648,-2.5,1.9,11.2,330.0,1
97.14,147.15,1.518,-1.39,13.67,3352,0.01,-2.84,-13.2,330.0,1
106.43,143.96,1.309,-0.43,13.0,3060,0.93,0.51,1.1,330.0,1
113.77,180.63,1.545,3.4,13.37,1886,-5.06,1.75,-9.5,330.0,0
88.94,126.81,1.473,0.99,14.45,3099,-0.57,-4.46,-20.6,302.1,0
103.14,162.46,1.515,2.09,12.8,2357,-0.91,1.71,8.0,330.0,1
91.68,123.93,1.377,-2.17,14.84,2323,3.08,-4.19,-9.0,290.5,0
103.8,147.78,1.4,0.12,8.28,2682,-5.53,-0.29,-4.1,330.0,1
98.95,146.77,1.459,3.26,12.52,2313,-1.14,-2.91,-8.2,328.0,1
85.35,121.19,1.449,3.28,20.28,3095,-1.45,3.58,23.3,292.0,0
107.43,158.83,1.467,-0.67,10.89,2794,2.88,-2.89,-11.2,330.0,0
95.16,143.91,1.515,1.98,12.98,2573,-0.13,-4.13,-24.3,330.0,1
95.73,130.05,1.344,8.0,13.15,2525,5.39,0.33,1.3,304.2,1
91.44,138.51,1.508,1.45,14.51,3005,1.99,-1.03,-5.5,319.7,1
94.77,140.45,1.45,-0.58,10.59,2987,-1.23,-3.76,-20.5,309.5,0
103.42,148.89,1.438,0.98,12.79,3180,0.72,1.31,6.0,330.0,1
98.49,133.69,1.362,1.78,16.17,2767,-1.06,-4.98,-11.2,317.2,0
102.63,154.65,1.48,1.05,11.27,2613,2.58,-2.59,3.3,330.0,1
102.9,135.75,1.305,1.41,15.86,3073,-4.0,-1.44,-6.8,323.4,1
110.57,166.45,1.489,-2.83,14.48,2729,-2.47,2.01,16.9,330.0,0
97.26,130.66,1.36,-1.39,15.68,2698,1.37,3.24,10.8,308.5,0
88.19,125.54,1.453,1.05,13.79,3312,3.68,2.76,4.3,278.1,0
108.54,155.18,1.443,1.0,22.0,3270,-6.61,-0.38,-2.9,330.0,0
97.35,146.43,1.52,-0.2,16.09,2608,4.12,-6.07,-27.3,330.0,0
108.92,158.73,1.439,0.97,14.31,2338,-0.42,0.98,-1.6,330.0,1
103.07,147.59,1.408,1.68,10.96,3157,-5.65,3.68,9.2,330.0,1
98.95,140.08,1.42,4.17,14.17,2710,-8.0,3.08,0.6,329.5,0
102.79,160.47,1.526,1.2,17.7,2670,-4.59,1.16,-2.6,330.0,1
115.61,174.77,1.482,2.7,19.07,2293,-0.06,-2.97,-17.6,330.0,0
116.62,167.0,1.427,-0.12,17.39,2757,-0.2,-1.31,-4.9,330.0,1
100.56,142.32,1.436,3.22,16.48,2397,1.9,4.83,25.2,330.0,1
101.28,141.27,1.356,2.63,10.15,2143,-1.65,-3.54,-14.3,330.0,0
108.61,159.86,1.473,4.1,15.9,2412,-3.32,-2.87,-19.0,330.0,0
93.23,125.66,1.344,3.64,10.55,2501,-1.24,2.36,-0.7,292.0,0
102.66,152.65,1.495,3.27,9.68,2235,0.1,-1.08,-8.5,330.0,1
99.79,143.25,1.458,1.2,14.14,2934,0.69,-2.95,-7.2,330.0,1
102.51,155.22,1.55,2.23,15.35,3046,-2.37,3.82,12.6,330.0,1
93.33,130.75,1.384,4.69,17.35,2755,2.7,1.15,2.5,317.9,0
87.28,124.06,1.444,-0.46,14.33,2503,-1.86,-0.95,-18.8,296.6,1
83.42,136.94,1.55,-0.39,14.46,2963,-2.61,-2.86,-10.6,330.0,0
91.06,135.83,1.521,2.04,10.76,2512,-1.63,5.12,10.6,316.0,1
96.33,132.51,1.408,2.75,13.65,1879,3.22,-0.06,7.8,323.8,1
97.65,144.19,1.463,-0.97,8.14,2961,-0.4,3.49,7.2,316.8,1
115.5,171.31,1.45,1.28,7.44,2589,-2.08,2.23,-0.6,330.0,0
108.85,159.83,1.467,1.22,15.65,3694,2.78,-1.3,-0.3,330.0,1
92.3,131.4,1.408,-5.15,8.94,3565,6.43,-1.28,17.4,304.7,0
102.78,143.87,1.445,0.84,15.91,2870,0.63,3.62,17.9,330.0,1
96.74,129.31,1.354,1.03,16.68,2650,3.7,3.66,18.1,317.2,0
97.73,139.81,1.458,1.02,11.5,2613,3.11,-4.69,-10.5,321.5,0
101.48,145.15,1.477,5.75,16.78,1803,-1.82,1.37,-7.9,330.0,1
104.95,151.04,1.436,-2.15,10.26,1946,0.08,-0.3,-7.7,330.0,1
97.29,126.03,1.353,-0.97,7.12,2266,-3.85,-2.58,-28.7,299.2,0
108.51,160.47,1.509,-6.0,11.27,2939,-0.61,0.65,11.9,330.0,1
90.86,132.4,1.472,0.06,11.61,1649,-1.88,-3.37,-4.9,321.4,1
100.05,138.64,1.406,0.31,11.79,2336,-1.21,-1.17,-3.2,329.5,1
120.78,174.09,1.433,-0.03,18.92,2490,-2.25,-2.0,-8.9,330.0,1
101.78,139.19,1.36,4.82,10.11,2214,-0.86,-1.25,-14.7,322.5,0
111.47,157.0,1.388,4.08,15.58,2057,1.6,-0.18,-0.0,330.0,1
100.73,144.69,1.418,1.73,10.62,2342,-0.36,-2.54,1.4,330.0,1
104.65,162.3,1.524,0.39,15.86,3352,-5.59,3.93,7.8,330.0,1
99.55,140.52,1.412,4.58,15.5,2623,-2.24,1.23,-1.8,330.0,1
98.64,147.57,1.488,1.44,14.64,2261,-4.56,4.49,-0.3,330.0,1
93.76,134.21,1.418,-0.95,9.83,2627,0.73,-0.4,7.8,319.9,1
103.44,151.88,1.465,-3.65,9.43,2806,1.51,-1.37,-3.4,330.0,1
93.19,133.34,1.442,0.18,15.84,2244,0.77,4.4,5.8,330.0,1
105.32,157.41,1.502,3.76,19.63,2028,-2.36,-1.45,-13.4,330.0,0
108.68,152.06,1.418,8.0,17.24,2575,0.74,-0.45,-8.3,330.0,1
102.93,140.59,1.356,1.68,10.9,2310,-1.41,1.8,3.8,317.4,1
97.71,133.34,1.367,-0.8,13.74,2155,-3.41,-3.09,-13.7,307.7,0
103.63,145.3,1.418,-2.05,19.56,2704,2.23,1.78,5.9,330.0,1
97.53,132.45,1.375,3.16,14.41,2464,2.45,1.46,12.7,325.6,1
107.48,155.47,1.475,-3.79,16.06,1940,2.85,3.17,15.0,330.0,1
85.35,123.82,1.422,3.15,11.88,2393,-1.83,2.23,12.0,289.6,0
97.32,151.04,1.55,3.95,14.26,2753,3.54,3.25,13.5,330.0,1
84.07,110.98,1.346,2.81,15.84,2635,-1.48,-0.28,15.5,255.9,1
88.04,130.75,1.462,0.84,14.49,3553,1.96,-2.16,-8.6,316.0,1
110.91,151.91,1.382,3.19,11.82,2971,-1.53,5.27,11.2,330.0,1
107.16,148.7,1.42,2.01,11.28,3131,-0.67,-3.82,-20.3,330.0,1
94.24,140.01,1.458,-0.83,15.67,3910,-7.26,-3.57,-22.5,330.0,0
87.98,113.95,1.31,7.05,19.04,2518,-0.91,1.41,-6.5,259.3,1
76.28,110.67,1.464,0.44,17.69,2647,0.27,4.06,16.3,259.0,1
95.65,148.36,1.55,3.83,19.75,2809,-1.23,0.47,-11.2,330.0,0
119.36,172.69,1.423,-5.76,11.39,2694,5.27,2.5,16.0,330.0,1
103.48,151.71,1.466,5.33,13.93,2329,-3.49,-4.99,-29.8,330.0,1
95.52,141.39,1.511,5.91,19.12,1954,-1.69,-1.25,-8.7,330.0,1
103.72,150.73,1.44,1.59,15.7,2684,-2.71,-4.68,-16.0,330.0,1
87.51,122.63,1.415,3.18,11.16,2116,-1.69,1.95,18.6,291.8,0
97.62,132.94,1.313,3.18,11.01,2100,3.09,-3.87,-16.3,316.0,0
100.8,150.03,1.488,-0.43,14.33,2812,4.43,-3.19,-6.8,330.0,1
99.31,137.74,1.443,3.14,13.57,2350,-2.1,1.29,-2.4,329.1,0
106.33,148.61,1.389,-0.93,12.6,1788,-2.17,2.65,1.5,330.0,1
102.76,154.64,1.458,-0.33,16.1,1965,-3.47,-0.4,-9.8,330.0,1
105.35,153.0,1.415,4.88,16.99,1791,3.92,1.43,14.6,330.0,1
94.49,138.6,1.418,4.42,18.54,1937,3.36,1.34,5.8,326.5,0
107.18,156.76,1.486,-0.62,6.99,2824,-0.32,-0.54,11.2,330.0,1
113.03,157.1,1.37,-0.7,13.51,2741,-4.19,-2.74,-12.1,330.0,1
92.24,137.74,1.513,-0.44,14.93,3106,-3.92,1.41,-5.8,311.6,1
92.9,127.47,1.366,3.7,9.71,2717,0.51,1.53,3.8,286.1,0
110.69,152.91,1.41,-1.5,10.51,3172,1.65,2.24,5.0,330.0,1
98.47,151.02,1.55,2.57,11.38,2720,-6.2,0.78,0.1,330.0,0
111.23,167.12,1.518,3.74,14.37,2470,-0.96,-2.92,-21.2,330.0,0
96.46,142.68,1.456,1.24,18.32,3021,4.85,1.73,3.8,330.0,0
111.64,157.58,1.394,4.53,20.65,2742,-0.65,-0.0,-4.3,330.0,1
101.05,144.01,1.418,0.59,10.76,2734,4.47,-1.21,5.2,330.0,1
102.07,145.07,1.454,0.86,14.88,3120,1.95,-0.74,7.2,330.0,1
112.52,162.62,1.452,-1.43,14.18,1630,-3.25,-1.73,-1.7,330.0,1
97.11,138.41,1.445,4.55,15.76,2196,-0.88,2.22,9.9,330.0,1
92.47,136.09,1.448,-0.8,13.92,2510,-0.39,-3.55,-13.4,309.5,1
96.41,141.5,1.437,2.55,14.8,2966,-2.86,-2.48,-7.4,330.0,1
103.62,143.92,1.363,1.29,18.51,3230,-2.91,-0.82,-13.2,330.0,0
87.47,122.24,1.419,-1.66,15.73,2047,4.52,4.03,8.5,294.4,1
105.1,151.31,1.505,-0.33,9.7,3255,-2.93,2.64,8.3,330.0,1
95.69,126.48,1.368,5.65,17.36,1734,3.24,-4.1,-16.5,301.1,0
109.18,160.63,1.439,2.1,16.41,1960,-1.31,3.38,9.9,330.0,1
80.85,112.25,1.401,-1.53,13.41,2586,-0.08,3.37,12.4,264.8,0
93.71,134.63,1.457,2.42,17.24,2312,1.69,-2.94,-6.8,328.2,1
86.51,127.53,1.427,1.06,13.94,1835,-1.8,-6.3,-18.6,298.1,0
93.39,146.86,1.539,8.0,16.4,2412,1.7,-0.18,6.4,330.0,1
101.98,151.03,1.48,2.36,14.19,2764,-6.14,2.81,3.6,330.0,0
98.57,134.43,1.371,0.36,7.07,3053,1.32,3.98,12.9,306.0,1
97.97,145.68,1.49,5.76,14.77,2059,-7.41,-2.18,-15.9,330.0,1
98.73,139.13,1.404,-4.02,9.59,2824,-0.68,4.38,10.9,323.9,0
101.63,147.84,1.415,1.78,10.06,2479,2.56,-5.57,-17.6,330.0,1
91.93,136.09,1.469,7.48,19.92,2911,1.87,-0.92,14.7,327.3,1
105.65,151.9,1.42,1.15,14.92,1400,-3.9,-1.04,-7.2,330.0,1
105.3,161.25,1.504,-3.7,11.62,2391,-3.51,2.88,8.6,330.0,1
103.08,141.75,1.404,0.31,11.41,2584,-2.07,3.25,4.6,329.8,1
104.45,149.46,1.413,5.86,15.94,1760,0.56,2.39,15.1,330.0,0
102.37,143.67,1.411,2.63,16.89,2326,-6.1,-3.38,-14.6,330.0,1
116.28,158.37,1.416,-1.02,10.16,2604,-0.04,2.16,12.1,330.0,0
99.3,145.22,1.516,-0.56,12.79,2337,0.93,1.27,6.9,330.0,1
97.54,142.57,1.488,-0.18,15.54,2640,-0.85,-4.18,-9.4,330.0,1
93.97,146.98,1.55,2.58,8.1,2728,1.58,-5.17,-8.6,330.0,0
91.74,142.48,1.55,5.51,14.76,2163,0.67,2.59,11.6,330.0,1
90.04,125.46,1.388,4.66,13.34,2117,-1.62,-0.45,-4.2,290.1,1
92.89,139.96,1.454,2.87,13.6,2353,-5.81,-3.21,-12.8,315.8,0
99.43,133.99,1.379,-2.49,10.62,2746,0.4,-0.52,-6.8,307.1,1
102.67,144.02,1.403,-2.48,12.54,1966,-2.86,0.91,-4.6,330.0,1
100.41,142.56,1.412,3.1,19.86,2622,-1.74,-0.21,-3.1,330.0,1
93.88,128.32,1.387,-2.54,11.14,2549,1.44,-3.88,-22.3,299.6,0
107.2,148.75,1.387,0.82,14.16,3118,4.25,4.71,26.6,330.0,1
105.92,148.66,1.441,2.41,19.83,2721,-0.11,2.51,2.9,330.0,1
98.72,139.47,1.377,-1.91,10.68,3241,1.66,-0.84,-3.8,313.6,0
94.78,140.51,1.501,-1.57,17.89,2239,-4.33,-0.74,-9.1,330.0,0
104.39,150.69,1.395,1.22,13.44,2360,0.74,0.9,4.3,330.0,0
101.5,157.25,1.55,3.01,19.4,1860,-0.18,-2.82,-12.2,330.0,1
88.41,128.38,1.423,4.68,16.89,2002,3.69,0.81,6.8,307.2,1
99.46,144.51,1.454,3.32,15.08,2964,-1.62,-3.33,-13.9,330.0,0
102.1,140.03,1.372,1.72,13.41,3166,-0.72,-0.18,-4.2,318.3,1
92.8,142.38,1.55,-0.74,10.87,2128,3.18,-2.92,-11.1,330.0,1
101.52,154.32,1.517,-1.71,12.63,2497,-0.28,-2.8,-3.6,330.0,1
88.36,130.49,1.468,-0.03,15.68,2568,-3.33,4.11,-2.2,295.8,0
110.69,149.59,1.369,2.73,13.92,2700,7.65,0.15,8.5,330.0,1
109.98,160.55,1.463,2.51,12.93,1657,-3.24,0.52,-4.9,330.0,1
97.98,133.95,1.383,-4.8,10.57,2167,-0.19,-5.03,-15.3,307.3,1
102.91,163.99,1.538,-0.86,15.68,2872,1.04,-1.49,-12.7,330.0,1
80.72,120.74,1.499,5.11,18.47,1416,0.8,1.15,2.0,293.8,0
90.75,135.97,1.456,1.74,11.61,2295,-0.57,0.49,0.4,325.0,1
97.65,126.83,1.304,-2.75,10.03,2838,-0.55,-5.39,-13.1,301.7,1
91.42,127.82,1.391,8.0,16.94,2307,-0.7,0.52,3.0,313.9,1
105.72,154.35,1.491,1.41,18.08,2451,-3.35,0.92,-7.9,330.0,1
115.98,175.49,1.523,2.65,17.37,2276,6.45,3.21,16.0,330.0,1
90.59,137.91,1.517,2.7,10.19,2818,-0.66,-1.64,-1.2,330.0,1
93.3,130.34,1.354,0.4,12.35,2705,1.79,-5.61,-24.7,298.0,1
101.88,150.13,1.468,-0.68,9.97,2350,-1.0,-2.49,-10.4,330.0,1
112.89,174.03,1.511,7.87,14.95,2145,-1.06,-2.74,-10.9,330.0,1
90.22,123.45,1.35,4.51,19.39,2502,-1.37,1.84,2.5,304.5,0
101.99,151.91,1.45,3.97,10.12,3135,-4.65,-6.79,-13.2,330.0,0
114.57,167.86,1.466,3.23,9.27,2760,-0.48,-1.12,-7.0,330.0,1
86.79,130.25,1.432,-1.51,9.99,3237,-1.22,3.56,13.7,292.3,1
89.75,118.95,1.339,5.33,15.73,2005,3.51,0.02,-0.3,291.5,1
96.61,136.28,1.43,-1.03,14.5,2426,-3.59,2.24,6.7,325.7,1
95.84,134.05,1.43,2.35,15.13,2353,-1.73,-4.1,-11.2,324.3,1
106.5,159.31,1.441,-3.42,15.33,2740,-2.7,-4.0,-20.8,330.0,1
101.93,146.41,1.416,-4.62,6.09,2424,4.33,3.59,17.4,326.0,1
85.8,121.29,1.423,2.45,17.42,3022,-2.61,0.25,-7.6,293.8,1
104.12,153.85,1.448,-0.93,11.74,3053,1.69,0.26,-3.9,330.0,0
95.38,142.55,1.477,-4.47,13.63,2730,2.91,-2.8,-0.1,330.0,0
110.2,162.69,1.432,3.12,10.12,2701,-0.44,0.25,-3.0,330.0,0
94.98,131.52,1.425,7.86,15.77,2229,-4.13,-2.86,-29.5,311.5,0
94.91,137.48,1.456,5.67,15.69,2584,-4.09,2.97,16.1,330.0,1
104.33,138.1,1.335,0.73,16.72,1951,2.58,6.82,22.2,330.0,1
106.1,151.95,1.479,1.53,8.78,2443,-3.78,1.21,-1.8,330.0,1
103.58,152.85,1.45,4.16,14.55,2324,1.18,-1.59,5.7,330.0,1
86.52,124.98,1.452,4.87,11.45,2589,0.34,-6.33,-22.6,299.9,1
104.3,159.1,1.508,0.47,14.68,2289,1.13,-4.21,-14.4,330.0,1
91.73,128.15,1.333,1.6,15.89,1400,1.41,3.89,7.9,299.5,0
101.88,134.78,1.332,2.4,17.7,1969,-2.8,-2.57,-22.2,329.6,1
88.61,128.89,1.466,3.16,12.5,2383,-2.93,-0.93,-7.8,300.3,1
103.57,150.43,1.45,1.1,16.17,2563,2.14,1.64,10.5,330.0,1
93.55,139.07,1.46,1.14,17.48,3289,-1.89,3.71,12.5,322.4,1
89.74,126.22,1.422,5.64,10.04,2524,-8.0,-0.5,-14.2,301.3,0
105.71,155.92,1.49,5.13,16.63,2329,1.95,-1.01,-1.1,330.0,1
101.93,156.15,1.506,2.93,16.9,2409,-3.11,0.18,-14.1,330.0,1
95.09,141.59,1.479,6.66,14.55,2697,1.4,-1.57,-1.0,330.0,1
111.61,154.98,1.434,0.34,9.49,2314,4.18,-1.43,1.0,330.0,0
96.47,124.62,1.324,6.37,18.06,2155,0.05,1.03,15.5,308.4,1
100.26,153.75,1.496,3.13,10.5,1922,2.99,0.46,5.3,330.0,1
102.15,156.61,1.523,8.0,15.26,2759,0.46,5.33,13.5,330.0,0
95.04,139.58,1.489,-2.08,12.15,2901,4.76,1.1,9.3,315.5,0
103.77,144.56,1.397,-0.57,14.95,2316,-3.19,2.88,4.3,330.0,1
95.73,142.72,1.49,2.76,12.08,2383,-0.02,-2.68,-6.8,330.0,1
96.71,147.06,1.502,2.69,11.89,2668,2.02,1.31,7.2,330.0,1
110.9,167.78,1.544,7.35,15.87,2046,-0.57,-1.81,-14.6,330.0,1
91.68,126.01,1.397,-0.51,15.84,2390,3.46,0.99,-2.2,300.0,1
80.7,116.6,1.436,4.21,21.34,2053,-1.3,1.72,6.0,297.9,0
112.89,168.5,1.495,4.99,10.22,2453,6.21,0.12,16.2,330.0,0
120.39,176.42,1.453,3.61,15.21,2222,6.37,6.02,29.2,330.0,0
96.76,130.74,1.383,-1.38,9.26,2479,0.85,3.57,18.4,298.9,1
84.51,125.53,1.475,5.72,18.06,1655,1.66,2.94,18.4,317.2,0
97.52,147.51,1.485,5.19,12.0,2324,3.58,1.91,12.6,330.0,0
97.71,143.41,1.455,3.3,12.13,2321,-3.56,4.41,6.3,330.0,1
98.48,144.44,1.463,2.11,11.97,2328,-3.94,-3.59,-16.1,330.0,0
91.09,130.43,1.434,2.18,13.53,2559,3.77,3.43,23.8,306.3,0
104.64,158.92,1.539,1.26,14.41,2861,0.82,-2.48,-4.5,330.0,0
104.2,145.27,1.396,3.42,15.65,2710,-0.68,-1.41,-1.3,330.0,1
88.04,127.71,1.415,1.59,13.54,2753,0.03,1.4,2.2,306.5,1
105.59,152.88,1.451,-1.05,8.64,2554,-7.16,3.08,1.0,330.0,0
116.42,172.73,1.503,-1.65,14.61,2444,-0.57,-2.88,-11.5,330.0,1
101.38,136.66,1.36,-0.76,12.58,2176,-2.26,-1.28,-7.5,330.0,1
97.3,133.94,1.371,2.17,17.24,2203,2.75,0.24,11.2,314.3,1
98.86,130.33,1.328,1.42,11.37,2524,2.99,-0.47,-12.1,312.2,1
104.92,153.56,1.452,2.15,8.94,2117,1.73,2.14,9.7,330.0,0
